1001,https://en.wikipedia.org/wiki/%22Cry_Of_Love%22_tour,"At the Isle of Wight, Hendrix was originally scheduled to perform Sunday night, August 30.","Concerts","Nth S is"
1002,https://en.wikipedia.org/wiki/%22Cry_Of_Love%22_tour,"However, "due to a series of logistical delays", he actually performed Monday morning, August 31.","Concerts","Nth S is"
1004,https://en.wikipedia.org/wiki/%22Cry_Of_Love%22_tour,"After playing three songs, Hendrix was unable to continue performing and left; concert goers received refunds.","Concerts","Nth S is"
1006,https://en.wikipedia.org/wiki/%22Damned_Good_Airplane-3%22,"Don Dwiggins.","References","is"
1007,https://en.wikipedia.org/wiki/%22Damned_Good_Airplane-3%22,"They flew the Bendix Race: the history of the competition for the Bendix Trophy.","References","is"
1009,https://en.wikipedia.org/wiki/%22Damned_Good_Airplane-3%22,"Sport Aviation.","References","is"
1010,https://en.wikipedia.org/wiki/%22Damned_Good_Airplane-3%22,"March 1959.","References","is"
1012,https://en.wikipedia.org/wiki/%22Damned_Good_Airplane-3%22,"Bryan Zinn, EAA 184133, Grandson of Vic Zinn, witness to runaway plane incident which damaged aircraft circa 1981.","References","is"
1014,https://en.wikipedia.org/wiki/%22Damned_Good_Airplane-3%22,"Thomas G. Matowitz, Jr. Cleveland's Legacy of Flight.","References","is"
1015,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"Damage to the unique natural system of the Dead Sea, due to mixing its water with Red Sea water, or brines created from the process of desalinating Red Sea water which has a different chemical composition."," These potential effects include:","include"
1016,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"This includes changes in water salinity, massive formation of gypsum, formation of volatile toxic compounds, change in water evaporation rates, changes in the composition of bacteria and algae which inhabit the sea surface, chemical changes in the rocks which surround the water, and loss of unique health benefits that account for much of the tourist attraction to the Dead Sea area."," These potential effects include:","include"
1017,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"Damage to the coral reefs of the Gulf of Aqaba, due to water pumping."," These potential effects include:","include"
1018,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"Damage to the natural landscape and ecosystem of the Arabah, due to the construction, and the increase in humidity caused by the open canal segments."," These potential effects include:","include"
1019,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"Damage to the aquifer of the Arabah, due to contamination of groundwater with water from the Red Sea."," These potential effects include:","include"
1020,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"The alluvial deposits in Wadi Araba contain important supplies of fresh water."," These potential effects include:","include"
1021,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"In the event that the pipeline ruptures (as might happen in the case of an earthquake), these aquifers will be irreparably damaged."," These potential effects include:","include"
1022,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"This can have fatal consequences to both the agriculture and ecosystem of the Arabah."," These potential effects include:","include"
1023,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"Threats to archeological heritage."," These potential effects include:","include"
1024,https://en.wikipedia.org/wiki/%22Dead-Red%22_Canal,"The pipeline will cross areas of important cultural heritage, such as Wadi Finan, where the earliest copper mining and extraction in the world took place."," These potential effects include:","include"
1025,https://en.wikipedia.org/wiki/%22Dean_Harry%22,"^"Wilkinson, Henry (WLKN656H)".","Notes","is"
1026,https://en.wikipedia.org/wiki/%22Dean_Harry%22,"A Cambridge Alumni Database.","Notes","is"
1027,https://en.wikipedia.org/wiki/%22Dean_Harry%22,"University of Cambridge.","Notes","is"
1028,https://en.wikipedia.org/wiki/%22Dirty_Talk%22,""Dirty Talk" — 3:16","Digital single","Nth S is"
1029,https://en.wikipedia.org/wiki/%22Dirty_Talk%22,""Dirty Talk" (Laidback Luke Remix) — 6:31","Dirty Talk Remixes EP (1)","Nth S is"
1030,https://en.wikipedia.org/wiki/%22Dirty_Talk%22,""Dirty Talk" (Kim Fai Remix) — 6:30","Dirty Talk Remixes EP (1)","Nth S is"
1031,https://en.wikipedia.org/wiki/%22Dirty_Talk%22,""Dirty Talk" (Hagenaar & Albrecht Remix) — 5:56","Dirty Talk Remixes EP (1)","Nth S is"
1032,https://en.wikipedia.org/wiki/%22Dirty_Talk%22,""Dirty Talk" (Ocelot Mix) — 7:37","Dirty Talk Remixes EP (1)","Nth S is"
1033,https://en.wikipedia.org/wiki/%22Dirty_Talk%22,""Dirty Talk" (Chew Fu Remix) — 5:26","Dirty Talk Remixes EP (2)","Nth S is"
